Barangay,House Type,Lot Area (sqm),Floor Area (sqm),Number of Floors,Bedroom,Bathroom,Garage,Year Built,Price (PHP),Price Growth Rate,Market Price,Market Price Growth Rate
Muntindilaw,Duplex,382,277,2,3,2,0,2014,9347312.15,3.23,28041936.45,200.00%
Inarawan,Townhouse,208,219,3,6,3,2,2022,3246390.97,5.49,9739172.91,200.00%
San Juan,Bungalow,301,273,1,4,4,2,2021,4789720.71,4.51,14369162.13,200.00%
San Juan,Townhouse,370,172,1,5,2,1,2022,6224823.55,4.58,18674470.65,200.00%
Inarawan,Duplex,251,82,3,2,4,3,2019,2962353.19,2.83,8887059.57,200.00%
Mayamot,Single-Family Home,369,247,1,3,3,2,2020,7354066.97,2.73,22062200.91,200.00%
Bagong Nayon,Single-Family Home,325,201,3,6,2,1,2013,3294671.7,4.17,9884015.1,200.00%
Inarawan,Single-Family Home,158,87,1,2,1,2,2016,3209213.45,3.64,9627640.35,200.00%
San Juan,Duplex,264,185,1,6,2,0,2013,5163175.13,3.11,15489525.39,200.00%
San Roque (Poblacion),Bungalow,188,96,1,4,2,1,2021,8702494.63,2.58,26107483.89,200.00%
Muntindilaw,Townhouse,243,113,3,4,4,1,2019,3267343.1,4.35,9802029.3,200.00%
Bagong Nayon,Bungalow,342,267,1,6,3,0,2018,7257278.38,2.34,21771835.14,200.00%
Mayamot,Duplex,307,198,2,2,3,1,2015,4671503.83,3.97,14014511.49,200.00%
Bagong Nayon,Townhouse,384,114,2,3,1,1,2015,7740678.13,2.06,23222034.39,200.00%
Calawis,Bungalow,234,272,1,3,1,2,2019,4723853.87,5.88,14171561.61,200.00%
Mambugan,Duplex,203,185,1,3,1,3,2021,3595096.51,4.83,10785289.53,200.00%
Dela Paz (Poblacion),Townhouse,161,159,1,6,3,1,2020,8035286.84,3.1,24105860.52,200.00%
Inarawan,Townhouse,187,272,2,2,1,0,2020,7296196.21,4.6,21888588.63,200.00%
Muntindilaw,Townhouse,209,87,2,6,3,2,2016,6206238.35,5.93,18618715.05,200.00%
Santa Cruz,Single-Family Home,166,279,3,6,1,0,2014,6529229.87,3.35,19587689.61,200.00%
Muntindilaw,Townhouse,301,238,2,4,2,1,2017,4249083.28,4.61,12747249.84,200.00%
Cupang,Duplex,232,179,2,5,2,1,2018,8973515.63,2.58,26920546.89,200.00%
San Isidro (Poblacion),Bungalow,390,276,1,2,2,1,2016,9202839.8,4.88,27608519.4,200.00%
Mayamot,Duplex,315,197,1,2,3,1,2013,8922236.85,5.69,26766710.55,200.00%
Calawis,Single-Family Home,393,169,3,2,2,2,2020,9571051.29,4.21,28713153.87,200.00%
Santa Cruz,Single-Family Home,373,130,2,2,1,0,2021,2549834.62,2.14,7649503.86,200.00%
Dela Paz (Poblacion),Bungalow,339,142,1,2,1,2,2015,9401485.08,4.98,28204455.24,200.00%
San Isidro (Poblacion),Townhouse,209,102,3,3,4,3,2013,8988369.26,4.92,26965107.78,200.00%
Mambugan,Duplex,383,112,2,6,3,3,2020,7716290.59,5.88,23148871.77,200.00%
Dela Paz (Poblacion),Single-Family Home,347,207,3,5,1,3,2013,6864861.94,2.81,20594585.82,200.00%
Bagong Nayon,Bungalow,327,198,1,5,1,0,2017,2971976.94,3.87,8915930.82,200.00%
San Isidro (Poblacion),Bungalow,252,110,1,3,4,3,2022,5061950.47,5.03,15185851.41,200.00%
San Juan,Single-Family Home,235,80,1,3,2,0,2019,7115158.67,3.24,21345476.01,200.00%
Inarawan,Duplex,179,199,1,2,4,3,2021,7292128.03,4.11,21876384.09,200.00%
San Juan,Bungalow,209,127,1,4,2,0,2017,3696625.33,4.62,11089875.99,200.00%
San Juan,Townhouse,368,85,2,6,3,3,2016,5949461.48,2.85,17848384.44,200.00%
San Isidro (Poblacion),Duplex,365,256,2,3,1,1,2021,9224866.31,5.84,27674598.93,200.00%
San Luis,Duplex,304,114,1,4,1,3,2021,5459658.91,2.18,16378976.73,200.00%
Cupang,Single-Family Home,277,93,1,3,4,1,2018,6128500.64,3.69,18385501.92,200.00%
San Juan,Duplex,292,209,3,6,4,2,2015,9248768.12,4.84,27746304.36,200.00%
Calawis,Single-Family Home,296,117,3,6,2,1,2019,8251412.42,3.55,24754237.26,200.00%
San Roque (Poblacion),Bungalow,384,138,1,3,2,3,2013,5357888.04,3.68,16073664.12,200.00%
San Juan,Townhouse,236,202,1,6,1,0,2018,8061793.11,4.88,24185379.33,200.00%
San Luis,Townhouse,152,273,3,4,1,0,2019,7862439.41,3.98,23587318.23,200.00%
San Isidro (Poblacion),Duplex,281,183,1,3,3,1,2017,9249200.67,2.89,27747602.01,200.00%
Beverly Hills,Bungalow,316,255,1,4,3,2,2015,5961067.59,4.96,17883202.77,200.00%
Inarawan,Single-Family Home,266,154,3,3,1,1,2014,9926818.45,5.92,29780455.35,200.00%
Muntindilaw,Townhouse,392,207,1,5,3,1,2018,9541181.49,5.43,28623544.47,200.00%
Beverly Hills,Duplex,364,173,1,4,4,1,2016,8505328.83,4.44,25515986.49,200.00%
Inarawan,Townhouse,151,173,3,6,3,3,2015,6470974.88,4.89,19412924.64,200.00%
San Luis,Duplex,160,214,3,6,4,1,2016,4036820.23,4.4,12110460.69,200.00%
San Juan,Duplex,281,205,3,4,4,1,2015,2309919.89,3.62,6929759.67,200.00%
San Roque (Poblacion),Duplex,306,147,3,3,2,2,2022,7999820.15,5.96,23999460.45,200.00%
San Roque (Poblacion),Townhouse,384,236,1,6,1,2,2018,7329466.19,4.33,21988398.57,200.00%
Cupang,Single-Family Home,231,160,2,3,3,1,2013,3191852.7,4.33,9575558.1,200.00%
San Juan,Duplex,395,267,1,5,1,0,2019,9918826.57,4.78,29756479.71,200.00%
Calawis,Single-Family Home,187,176,2,2,4,2,2016,4791694.02,2.2,14375082.06,200.00%
San Jose (Poblacion),Duplex,245,182,3,4,1,2,2020,6069234.87,3.17,18207704.61,200.00%
Dela Paz (Poblacion),Bungalow,253,130,1,5,4,0,2021,7674103.37,3.06,23022310.11,200.00%
Mayamot,Townhouse,249,274,2,6,4,1,2019,6211575.26,4.2,18634725.78,200.00%
San Isidro (Poblacion),Duplex,304,204,1,5,3,0,2013,7684340.07,2.2,23053020.21,200.00%
Inarawan,Bungalow,279,178,1,5,4,3,2016,3405240.16,2.37,10215720.48,200.00%
San Luis,Bungalow,166,180,1,6,2,0,2017,2104798.54,4.17,6314395.62,200.00%
San Isidro (Poblacion),Townhouse,199,181,3,4,2,1,2021,3573398.16,4.25,10720194.48,200.00%
Muntindilaw,Single-Family Home,214,214,3,3,3,0,2014,3162394.63,5.34,9487183.89,200.00%
Dela Paz (Poblacion),Duplex,327,258,1,5,3,3,2018,6918037.93,5.59,20754113.79,200.00%
Dela Paz (Poblacion),Single-Family Home,325,199,1,3,3,0,2015,3280341.88,3.86,9841025.64,200.00%
Beverly Hills,Townhouse,218,191,3,3,2,2,2019,7410022.99,2.05,22230068.97,200.00%
San Isidro (Poblacion),Townhouse,344,236,1,6,2,0,2020,6946378.47,5.64,20839135.41,200.00%
Dalig,Bungalow,372,230,1,3,1,1,2020,7659833.88,3.77,22979501.64,200.00%
Inarawan,Bungalow,182,182,1,6,1,0,2021,5049765.85,3.57,15149297.55,200.00%
Calawis,Townhouse,165,232,2,6,3,1,2020,6437046.45,4.58,19311139.35,200.00%
Mambugan,Single-Family Home,228,229,1,6,2,2,2019,5409704.06,4.95,16229112.18,200.00%
Muntindilaw,Townhouse,346,89,1,2,2,1,2020,6696852.62,5.84,20090557.86,200.00%
Beverly Hills,Duplex,252,145,1,5,4,3,2014,8394986.73,4.25,25184960.19,200.00%
Inarawan,Duplex,282,241,3,3,4,1,2018,4986228.42,2.17,14958685.26,200.00%
Mayamot,Single-Family Home,289,142,1,3,4,0,2021,6383473.64,2.15,19150420.92,200.00%
Beverly Hills,Townhouse,184,180,1,3,1,2,2014,9247350.03,3.38,27742050.09,200.00%
Bagong Nayon,Duplex,189,202,3,4,1,3,2022,5109294.26,5,15327882.78,200.00%
San Isidro (Poblacion),Duplex,151,260,2,3,3,1,2021,7300805.87,4.37,21902417.61,200.00%
Dela Paz (Poblacion),Single-Family Home,208,105,3,4,3,1,2016,5941151.74,5.15,17823455.22,200.00%
Cupang,Duplex,392,274,3,3,2,0,2021,6351550.82,5.39,19054652.46,200.00%
San Juan,Townhouse,265,177,1,3,4,1,2021,3123855.87,2.82,9371567.61,200.00%
Dela Paz (Poblacion),Duplex,356,147,1,6,3,2,2016,8361826.45,4.98,25085479.35,200.00%
San Luis,Single-Family Home,215,99,1,3,2,2,2015,9796658.33,5.42,29389974.99,200.00%
Calawis,Townhouse,215,185,2,4,3,0,2019,4145259.35,5.32,12435778.05,200.00%
Santa Cruz,Bungalow,367,128,1,4,2,1,2020,4115876.22,2.05,12347628.66,200.00%
San Roque (Poblacion),Bungalow,168,251,1,6,4,2,2020,6863079,3.81,20589237,200.00%
Inarawan,Bungalow,177,180,1,6,4,3,2022,4676642.02,2.05,14029926.06,200.00%
Beverly Hills,Townhouse,187,202,3,5,1,1,2019,9110615.93,3.05,27331847.79,200.00%
San Jose (Poblacion),Single-Family Home,214,100,1,4,1,3,2018,6643878.91,4.34,19931636.73,200.00%
San Juan,Townhouse,190,212,3,6,3,1,2015,6046991.54,5.52,18140974.62,200.00%
Calawis,Duplex,263,275,1,4,1,0,2013,9285590.91,5.24,27856772.73,200.00%
Muntindilaw,Bungalow,294,130,1,3,3,1,2022,9312974.01,4.95,27938922.03,200.00%
Dalig,Bungalow,269,93,1,2,4,3,2017,3406070.84,2.03,10218212.52,200.00%
Dalig,Single-Family Home,181,225,1,5,4,3,2015,6428117.57,4.1,19284352.71,200.00%
Dalig,Single-Family Home,245,216,1,3,2,0,2017,9259200.97,4.26,27777602.91,200.00%
Bagong Nayon,Duplex,262,170,2,2,4,2,2014,8032918.81,4.35,24098756.43,200.00%
San Luis,Townhouse,232,148,3,6,3,1,2013,5372798.13,5.61,16118394.39,200.00%
Mayamot,Townhouse,288,162,3,5,2,3,2020,6800796.17,5.97,20402388.51,200.00%
Dalig,Single-Family Home,200,241,3,5,4,0,2015,8680233.9,2.03,26040701.7,200.00%
San Isidro (Poblacion),Duplex,233,172,3,4,4,1,2018,4309609.24,2.39,12928827.72,200.00%
Muntindilaw,Bungalow,350,260,1,4,1,2,2014,8097106.47,5.95,24291319.41,200.00%
Inarawan,Duplex,340,177,1,2,1,3,2014,9160781.63,2.99,27482344.89,200.00%
Dalig,Bungalow,250,120,1,2,4,2,2016,7541974.45,2.71,22625923.35,200.00%
Inarawan,Single-Family Home,309,91,3,2,2,3,2022,9712695.48,5.26,29138086.44,200.00%
Muntindilaw,Bungalow,365,139,1,5,3,3,2016,6357915.7,2.08,19073747.1,200.00%
Dela Paz (Poblacion),Townhouse,164,111,1,3,1,0,2017,9057459.77,2.6,27172379.31,200.00%
Mayamot,Townhouse,187,243,1,3,1,0,2022,5867888.89,3.98,17603666.67,200.00%
San Isidro (Poblacion),Townhouse,195,205,1,4,1,2,2022,4009037.82,5.74,12027113.46,200.00%
San Isidro (Poblacion),Bungalow,230,109,1,3,2,1,2018,9174751.91,3.88,27524255.73,200.00%
Muntindilaw,Single-Family Home,233,159,1,3,3,2,2014,2294324,5.3,6882972,200.00%
Santa Cruz,Townhouse,313,83,2,5,3,1,2022,7484055.02,5.11,22452165.06,200.00%
Muntindilaw,Duplex,218,198,1,4,3,0,2016,2327383.75,2.36,6982151.25,200.00%
Muntindilaw,Duplex,211,152,1,6,2,0,2021,5867397.72,3.98,17602193.16,200.00%
Inarawan,Duplex,398,91,3,3,2,3,2014,9803534.3,4.82,29410602.9,200.00%
San Juan,Townhouse,305,169,1,5,2,2,2019,7555365.11,4.63,22666095.33,200.00%
San Juan,Bungalow,384,213,1,5,1,0,2017,2393023.25,2.35,7179069.75,200.00%
San Juan,Duplex,229,111,2,6,4,0,2013,2597552.04,2.28,7792656.12,200.00%
San Roque (Poblacion),Duplex,198,101,3,6,2,3,2019,7668220.55,4.35,23004661.65,200.00%
San Luis,Townhouse,306,239,1,3,3,1,2015,3501335.94,3.84,10504007.82,200.00%
Bagong Nayon,Townhouse,247,169,2,3,3,2,2013,3827479.81,2.68,11482439.43,200.00%
Mayamot,Duplex,275,236,3,6,2,1,2022,3759205.62,3.5,11277616.86,200.00%
Mambugan,Bungalow,287,204,1,3,2,0,2021,8899691.13,5.48,26699073.39,200.00%
Dela Paz (Poblacion),Duplex,298,188,1,4,2,2,2013,7572509.5,2.03,22717528.5,200.00%
Beverly Hills,Duplex,288,163,2,5,1,2,2013,3209960.62,2.54,9629881.86,200.00%
San Roque (Poblacion),Townhouse,233,138,1,3,1,3,2014,3852141.33,5.3,11556423.99,200.00%
Calawis,Townhouse,332,137,2,2,4,0,2016,2938782.12,5.02,8816346.36,200.00%
San Roque (Poblacion),Townhouse,248,238,1,6,2,1,2014,3370185.3,3.65,10110555.9,200.00%
San Juan,Townhouse,388,83,1,2,2,1,2017,8094789.49,2.73,24284368.47,200.00%
San Jose (Poblacion),Townhouse,161,147,1,6,2,3,2013,7284368.74,5.72,21853106.22,200.00%
San Juan,Townhouse,258,179,3,5,3,0,2020,3357924.86,4.13,10073774.58,200.00%
Dela Paz (Poblacion),Bungalow,329,265,1,4,2,1,2017,7899560.88,2.66,23698682.64,200.00%
Dalig,Single-Family Home,172,150,3,4,3,0,2016,6864061.26,5.24,20592183.78,200.00%
Calawis,Bungalow,358,143,1,6,3,1,2021,9739316.5,4.95,29217949.5,200.00%
Bagong Nayon,Duplex,298,207,3,3,4,2,2014,8788506.51,4.65,26365519.53,200.00%
San Isidro (Poblacion),Townhouse,369,135,2,5,2,1,2022,5093994.26,5.55,15281982.78,200.00%
Mambugan,Bungalow,195,278,1,3,3,0,2015,8295465.8,4.67,24886397.4,200.00%
Muntindilaw,Bungalow,328,122,1,5,3,0,2022,5159877.23,4.68,15479631.69,200.00%
Dalig,Bungalow,336,132,1,2,1,0,2014,3205669.38,2.59,9617008.14,200.00%
San Isidro (Poblacion),Townhouse,246,112,3,5,1,2,2019,4876019.83,4.79,14628059.49,200.00%
Mambugan,Bungalow,166,205,1,3,2,3,2018,5320385.91,4.61,15961157.73,200.00%
Beverly Hills,Bungalow,296,82,1,6,3,0,2019,2282637.71,4.81,6847913.13,200.00%
San Juan,Duplex,355,96,3,3,1,1,2016,3588192.2,3.36,10764576.6,200.00%
Muntindilaw,Single-Family Home,269,149,1,2,3,2,2014,8661891.91,3.44,25985675.73,200.00%
Mambugan,Townhouse,152,196,3,4,4,3,2013,4874368.96,4.77,14623106.88,200.00%
Cupang,Duplex,383,90,1,2,2,0,2022,4649709.09,2.14,13949127.27,200.00%
San Roque (Poblacion),Townhouse,259,228,2,3,4,0,2020,6133487.51,5.85,18400462.53,200.00%
Mambugan,Single-Family Home,205,123,3,3,2,1,2021,6974739.54,5.98,20924218.62,200.00%
Cupang,Bungalow,162,162,1,5,3,1,2020,8634680.59,4.07,25904041.77,200.00%
San Luis,Bungalow,241,199,1,6,2,1,2019,8006880.32,4.29,24020640.96,200.00%
Mambugan,Townhouse,267,199,2,6,1,0,2016,9768387.06,5.07,29305161.18,200.00%
San Roque (Poblacion),Townhouse,224,206,2,4,1,0,2013,4917231.33,3.3,14751693.99,200.00%
Calawis,Townhouse,391,134,2,4,3,0,2013,9675702.28,2.64,29027106.84,200.00%
Muntindilaw,Duplex,364,221,2,5,4,3,2017,2460710.33,2.29,7382130.99,200.00%
Calawis,Townhouse,183,98,3,4,2,2,2015,4183881.09,4.49,12551643.27,200.00%
San Luis,Duplex,304,180,3,2,4,2,2016,9839889.64,3.83,29519668.92,200.00%
Inarawan,Townhouse,153,128,3,2,3,3,2019,4159509.78,3.19,12478529.34,200.00%
San Juan,Duplex,180,111,1,3,1,1,2017,2572380.78,3.47,7717142.34,200.00%
Dela Paz (Poblacion),Bungalow,246,91,1,6,3,2,2014,2103253.4,5.58,6309760.2,200.00%
San Luis,Duplex,350,186,2,4,3,1,2015,7603014.77,3.23,22809044.31,200.00%
Calawis,Bungalow,269,118,1,5,4,3,2014,3377126.52,2.86,10131379.56,200.00%
San Roque (Poblacion),Single-Family Home,179,134,2,3,1,3,2016,2867165.68,2.49,8601497.04,200.00%
Muntindilaw,Single-Family Home,274,189,2,3,2,1,2022,3145288.45,5.42,9435865.35,200.00%
Santa Cruz,Duplex,302,229,2,3,3,1,2019,9447202.08,4.44,28341606.24,200.00%
Santa Cruz,Single-Family Home,202,130,1,3,4,1,2015,3175552.81,3.65,9526658.43,200.00%
Inarawan,Townhouse,276,178,2,2,4,2,2019,6615426.57,3.63,19846279.71,200.00%
Dalig,Bungalow,167,163,1,3,1,1,2017,6977926.78,5.42,20933780.34,200.00%
Dela Paz (Poblacion),Duplex,375,232,1,3,1,2,2021,9350829.02,4.23,28052487.06,200.00%
Beverly Hills,Duplex,276,222,3,4,1,0,2018,6333769.46,4,19001308.38,200.00%
Cupang,Single-Family Home,273,170,2,4,4,1,2020,8386436.15,5.91,25159308.45,200.00%
San Luis,Duplex,290,210,3,3,2,3,2017,9503112.77,5.22,28509338.31,200.00%
San Juan,Bungalow,306,235,1,5,3,1,2014,6879817.36,4.84,20639452.08,200.00%
San Jose (Poblacion),Townhouse,312,207,2,3,2,2,2020,8598064.64,5.1,25794193.92,200.00%
Inarawan,Single-Family Home,319,164,1,2,1,2,2015,8505053.86,4.35,25515161.58,200.00%
San Luis,Townhouse,249,195,1,5,2,2,2013,4503595.81,3.38,13510787.43,200.00%
San Juan,Townhouse,250,245,2,5,4,0,2016,5643951.4,2.77,16931854.2,200.00%
San Roque (Poblacion),Single-Family Home,342,234,1,6,2,0,2020,4184437.19,3.83,12553311.57,200.00%
San Roque (Poblacion),Townhouse,363,176,3,3,2,2,2021,6133776.73,2.35,18401330.19,200.00%
Cupang,Bungalow,235,221,1,2,1,3,2018,2850167.32,3.89,8550501.96,200.00%
Bagong Nayon,Single-Family Home,201,185,3,5,4,0,2017,8702196.28,4.82,26106588.84,200.00%
Bagong Nayon,Bungalow,358,213,1,2,4,0,2022,7923587.11,6,23770761.33,200.00%
Beverly Hills,Townhouse,179,166,3,5,1,0,2014,5958313.72,3.61,17874941.16,200.00%
Mayamot,Bungalow,254,100,1,6,1,1,2020,3137974.82,5.53,9413924.46,200.00%
San Roque (Poblacion),Duplex,294,224,2,2,1,2,2021,2222347.89,4.72,6667043.67,200.00%
Santa Cruz,Single-Family Home,211,215,3,3,3,3,2018,5069670.7,4.7,15209012.1,200.00%
Dela Paz (Poblacion),Bungalow,397,188,1,3,2,2,2021,3521483.88,5.06,10564451.64,200.00%
Calawis,Duplex,225,235,3,6,2,2,2020,8821172.95,2.56,26463518.85,200.00%
Bagong Nayon,Townhouse,167,262,1,6,1,2,2013,7503824.37,3.91,22511473.11,200.00%
San Isidro (Poblacion),Bungalow,225,119,1,3,3,0,2017,4655759.08,5.75,13967277.24,200.00%
San Jose (Poblacion),Single-Family Home,386,250,1,3,1,1,2020,7579721.01,4.23,22739163.03,200.00%
Beverly Hills,Duplex,388,83,2,3,3,1,2016,3726465.05,5.55,11179395.15,200.00%
San Jose (Poblacion),Single-Family Home,206,167,2,2,1,1,2016,5701634.32,4.9,17104902.96,200.00%
Calawis,Townhouse,335,138,3,3,4,2,2016,5696390.28,2.53,17089170.84,200.00%
Mayamot,Single-Family Home,157,246,1,5,4,0,2014,4751701.61,5.63,14255104.83,200.00%
San Luis,Duplex,322,239,2,2,2,2,2016,5667334.27,4.65,17002002.81,200.00%
San Jose (Poblacion),Single-Family Home,375,200,2,2,4,3,2021,4000876.28,2.85,12002628.84,200.00%
San Roque (Poblacion),Townhouse,382,240,1,2,4,2,2017,4262587.36,2,12787762.08,200.00%
Beverly Hills,Bungalow,180,265,1,2,3,1,2021,3045777.92,3.8,9137333.76,200.00%
San Isidro (Poblacion),Duplex,341,131,2,2,1,3,2019,6888725.84,3.66,20666177.52,200.00%
San Isidro (Poblacion),Duplex,324,120,3,2,1,3,2016,5350194.43,2.13,16050583.29,200.00%
Santa Cruz,Townhouse,251,266,2,3,1,0,2013,7719961.75,5.75,23159885.25,200.00%
Muntindilaw,Duplex,274,144,3,2,3,0,2019,3856945.11,3.39,11570835.33,200.00%
Cupang,Duplex,274,273,1,2,3,2,2020,7935558.09,3.55,23806674.27,200.00%
Beverly Hills,Townhouse,313,236,3,4,2,2,2021,4995608.06,3.65,14986824.18,200.00%
Calawis,Single-Family Home,309,171,3,3,4,1,2019,7456707,5.09,22370121,200.00%
San Jose (Poblacion),Single-Family Home,247,261,1,6,1,1,2016,8574938.95,3.16,25724816.85,200.00%
Santa Cruz,Bungalow,312,276,1,3,1,2,2014,8184356.97,5.02,24553070.91,200.00%
Beverly Hills,Bungalow,350,151,1,2,1,1,2017,2534040.81,3.26,7602122.43,200.00%
San Luis,Bungalow,378,207,1,5,4,2,2013,8834132.69,2.48,26502398.07,200.00%
Beverly Hills,Duplex,169,235,1,5,3,1,2020,2633492.45,4,7900477.35,200.00%
San Luis,Bungalow,152,136,1,5,3,2,2018,3896307.57,4.07,11688922.71,200.00%
San Isidro (Poblacion),Bungalow,383,243,1,6,3,3,2019,4683321.59,3.05,14049964.77,200.00%
Dela Paz (Poblacion),Single-Family Home,268,160,2,6,4,3,2019,2735081.46,2.07,8205244.38,200.00%
San Luis,Bungalow,248,165,1,3,3,1,2014,8017177.46,2.03,24051532.38,200.00%
San Jose (Poblacion),Bungalow,338,91,1,4,1,2,2020,2011978.56,4.88,6035935.68,200.00%
San Isidro (Poblacion),Townhouse,214,253,2,4,2,0,2022,8117954.39,5.66,24353863.17,200.00%
San Roque (Poblacion),Single-Family Home,164,168,1,4,3,2,2020,9239767.28,5.56,27719301.84,200.00%
Dalig,Single-Family Home,220,220,1,2,4,1,2017,5936957.92,5.06,17810873.76,200.00%
San Luis,Bungalow,399,218,1,4,1,2,2020,8660844.96,2.35,25982534.88,200.00%
Mambugan,Townhouse,335,174,3,6,3,3,2019,8569523.63,5.36,25708570.89,200.00%
Mambugan,Single-Family Home,325,113,2,6,3,3,2019,8503200.16,2.66,25509600.48,200.00%
San Juan,Single-Family Home,215,133,2,3,1,0,2018,9059726.5,2.31,27179179.5,200.00%
Inarawan,Bungalow,191,161,1,4,3,2,2015,8296203.62,4.26,24888610.86,200.00%
Calawis,Townhouse,263,96,1,2,2,2,2014,7434834,4.15,22304502,200.00%
Bagong Nayon,Duplex,341,249,3,2,2,2,2016,4805466.15,2.7,14416398.45,200.00%
San Isidro (Poblacion),Bungalow,265,140,1,2,2,3,2014,7722776.56,5.21,23168329.68,200.00%
San Jose (Poblacion),Townhouse,243,209,3,4,1,0,2019,5285264.73,4.49,15855794.19,200.00%
Beverly Hills,Bungalow,228,196,1,2,4,2,2015,8409224.5,2.01,25227673.5,200.00%
Santa Cruz,Duplex,209,130,1,3,2,0,2013,3376908.93,2.34,10130726.79,200.00%
San Isidro (Poblacion),Duplex,215,145,2,6,1,2,2013,6346116,3.84,19038348,200.00%
San Juan,Duplex,238,242,1,4,1,3,2020,9066740.31,2.84,27200220.93,200.00%
San Isidro (Poblacion),Bungalow,247,137,1,4,3,0,2014,8469583.1,3.98,25408749.3,200.00%
Dalig,Single-Family Home,397,259,1,4,4,1,2021,3406227.38,2.85,10218682.14,200.00%
Inarawan,Bungalow,372,233,1,4,2,1,2022,8415950.23,5.61,25247850.69,200.00%
Mambugan,Single-Family Home,354,129,2,6,1,2,2019,7578667.21,4.08,22736001.63,200.00%
Beverly Hills,Bungalow,364,196,1,3,2,0,2016,6673431.73,3.26,20020295.19,200.00%
Cupang,Single-Family Home,267,115,1,5,3,2,2021,7738082.17,3.95,23214246.51,200.00%
Beverly Hills,Townhouse,337,136,1,3,1,1,2020,7178346.51,2.51,21535039.53,200.00%
San Jose (Poblacion),Duplex,258,112,1,3,4,0,2017,7193616.45,5.01,21580849.35,200.00%
San Jose (Poblacion),Duplex,389,272,3,5,1,3,2018,6874184.81,4.71,20622554.43,200.00%
Calawis,Bungalow,351,234,1,3,1,3,2019,7003789.01,2.95,21011367.03,200.00%
San Isidro (Poblacion),Duplex,375,112,1,6,2,1,2013,6503639.36,5.36,19510918.08,200.00%
Dalig,Single-Family Home,392,110,1,6,2,1,2014,5239360.28,4.54,15718080.84,200.00%
Bagong Nayon,Townhouse,161,256,2,3,2,1,2016,3025631.41,5.72,9076894.23,200.00%
San Roque (Poblacion),Duplex,216,112,3,5,2,3,2022,4411455.64,2.87,13234366.92,200.00%
San Juan,Townhouse,152,185,2,2,4,1,2015,7734517.15,4.03,23203551.45,200.00%
San Luis,Townhouse,304,128,1,5,3,0,2015,7579259.87,2.28,22737779.61,200.00%
Muntindilaw,Single-Family Home,310,240,1,2,4,2,2018,9983976.99,3.09,29951930.97,200.00%
Muntindilaw,Townhouse,254,95,3,5,3,1,2022,9763265.21,5.17,29289795.63,200.00%
San Luis,Townhouse,310,185,1,5,3,3,2018,6785960.24,2.21,20357880.72,200.00%
Muntindilaw,Duplex,307,190,2,5,4,3,2014,2000610.67,5.83,6001832.01,200.00%
Mambugan,Bungalow,331,86,1,3,4,2,2015,8225678.35,5.86,24677035.05,200.00%
Dalig,Bungalow,218,158,1,3,3,2,2022,6771571.85,4.52,20314715.55,200.00%
Beverly Hills,Duplex,275,228,3,4,4,2,2014,9179017.27,5.73,27537051.81,200.00%
San Juan,Single-Family Home,322,90,2,6,2,2,2019,7723427.38,3.57,23170282.14,200.00%
Bagong Nayon,Townhouse,258,92,2,2,1,2,2013,9596652.35,4.77,28789957.05,200.00%
San Jose (Poblacion),Single-Family Home,153,230,1,4,1,0,2014,6631514.73,5.65,19894544.19,200.00%
Mambugan,Bungalow,400,190,1,3,1,0,2022,6129947.64,2.11,18389842.92,200.00%
Muntindilaw,Bungalow,251,186,1,3,2,2,2017,3226247.85,5.13,9678743.55,200.00%
Beverly Hills,Duplex,386,238,2,5,1,2,2017,5897569.1,4.94,17692707.3,200.00%
Calawis,Single-Family Home,297,145,3,3,2,2,2013,4377827.08,5.32,13133481.24,200.00%
Calawis,Single-Family Home,303,85,1,6,3,2,2016,6236710.66,4.54,18710131.98,200.00%
Mayamot,Duplex,179,104,2,5,4,0,2018,4984104.17,3.62,14952312.51,200.00%
San Luis,Duplex,299,257,1,5,3,1,2018,5368282.92,5.4,16104848.76,200.00%
Cupang,Duplex,178,154,1,3,4,0,2015,9173327.66,5.78,27519982.98,200.00%
Muntindilaw,Duplex,238,231,1,4,1,0,2021,7856951.28,4.44,23570853.84,200.00%
Mayamot,Bungalow,273,187,1,2,1,2,2019,9308270.48,5.8,27924811.44,200.00%
Cupang,Townhouse,366,173,3,2,2,0,2013,3708547.86,3.61,11125643.58,200.00%
Muntindilaw,Duplex,289,144,2,2,1,3,2021,2531839.8,2.5,7595519.4,200.00%
Santa Cruz,Duplex,328,202,1,6,2,3,2017,4300096.8,3.93,12900290.4,200.00%
Calawis,Bungalow,370,137,1,3,4,2,2020,6859735.55,4.73,20579206.65,200.00%
Bagong Nayon,Townhouse,359,99,2,4,2,2,2014,6026579.12,4.96,18079737.36,200.00%
San Roque (Poblacion),Single-Family Home,255,133,1,6,2,0,2019,7267905.41,4.23,21803716.23,200.00%
Cupang,Duplex,314,227,3,5,3,1,2019,5603668.13,3.07,16811004.39,200.00%
Bagong Nayon,Single-Family Home,326,181,1,2,4,3,2016,3432109.09,2.1,10296327.27,200.00%
Bagong Nayon,Bungalow,349,127,1,4,4,3,2018,9995725.93,3.57,29987177.79,200.00%
Cupang,Duplex,200,197,2,5,1,2,2013,4845678.64,2.55,14537035.92,200.00%
Muntindilaw,Single-Family Home,259,189,1,5,1,0,2020,2747675.79,5.52,8243027.37,200.00%
